accession	species	gene_id	chrom	start	end	len_bp	strand	class	tier	status	len_aa	model
hcurw_V2R443	hcurw	LOC_00016705	chZ	187615338	187621707	6369	pos	fragmented	T2	partial	397	eviann
hcurw_V2R444	hcurw	LOC_00016706	chZ	187637219	187653957	16738	pos	intact	T2	functional	693	eviann
hcurw_V2R445	hcurw	LOC_00016707	chZ	187672968	187673736	768	pos	fragmented	T2	partial	255	eviann
hcurw_V2R446	hcurw	LOC_00016708	chZ	187832322	187844748	12426	pos	intact	T2	functional	837	miniprot
hcurw_V2R447	hcurw	LOC_00016709	chZ	187914205	187926378	12173	pos	intact	T2	functional	849	eviann
hcurw_V2R448	hcurw	LOC_00016710	chZ	187958643	187970933	12290	neg	intact	T2	functional	761	eviann
hcurw_V2R449	hcurw	LOC_00016712	chZ	188024324	188026487	2163	pos	fragmented	T2	partial	356	eviann
hcurw_V2R450	hcurw	LOC_00016715	chZ	188223039	188239774	16735	pos	intact	T2	functional	849	eviann
hcurw_V2R451	hcurw	LOC_00016724	chZ	189328197	189345738	17541	neg	intact	T2	functional	739	eviann
hcurw_V2R452	hcurw	LOC_00016727	chZ	189669101	189671727	2626	neg	fragmented	T2	partial	120	eviann
hcurw_V2R453	hcurw	LOC_00016734	chZ	190454957	190461800	6843	neg	fragmented	T2	partial	180	eviann
hcurw_V2R454	hcurw	LOC_00016735	chZ	190680834	190684751	3917	pos	fragmented	T2	partial	403	eviann
hcurw_V2R455	hcurw	LOC_00016736	chZ	190726022	190823527	97505	pos	fragmented	T2	partial	357	eviann
hcurw_V2R456	hcurw	LOC_00016737	chZ	190920857	190923698	2841	pos	fragmented	T2	partial	411	eviann
hcurw_V2R457	hcurw	LOC_00016738	chZ	190959538	190961712	2174	neg	fragmented	T2	partial	356	eviann
hcurw_V2R458	hcurw	LOC_00016743	chZ	191541743	191544428	2685	neg	fragmented	T2	partial	117	eviann
hcurw_V2R459	hcurw	LOC_00016744	chZ	191584909	191775405	190496	pos	fragmented	T2	partial	357	eviann
hcurw_V2R460	hcurw	LOC_00016746	chZ	191868102	191872910	4808	neg	fragmented	T2	partial	442	eviann
hcurw_V2R461	hcurw	LOC_00016747	chZ	191910109	191925726	15617	neg	intact	T2	functional	842	miniprot
hcurw_V2R462	hcurw	LOC_00016748	chZ	191986377	192009715	23338	pos	intact	T2	functional	660	eviann
hcurw_V2R463	hcurw	LOC_00016749	chZ	192121832	192138031	16199	pos	intact	T2	functional	660	eviann
hcurw_V2R464	hcurw	LOC_00016756	chZ	192515767	192528672	12905	neg	intact	T2	functional	850	eviann
hcurw_V2R465	hcurw	LOC_00016757	chZ	192546826	192593400	46574	pos	intact	T2	functional	850	eviann
hcurw_V2R466	hcurw	LOC_00016759	chZ	192849807	192870210	20403	pos	intact	T2	functional	660	eviann
hcurw_V2R467	hcurw	LOC_00016760	chZ	193003970	193027347	23377	pos	partial	T2	partial	589	eviann
hcurw_V2R468	hcurw	LOC_00016762	chZ	193247642	193263252	15610	neg	fragmented	T2	partial	445	eviann
hcurw_V2R469	hcurw	LOC_00016767	chZ	193510903	193527641	16738	pos	intact	T2	functional	849	eviann
hcurw_V2R470	hcurw	LOC_00016771	chZ	194070277	194072349	2072	neg	fragmented	T2	partial	322	eviann
hcurw_V2R471	hcurw	LOC_00016773	chZ	194181418	194188550	7132	pos	fragmented	T2	partial	442	eviann
hcurw_V2R472	hcurw	LOC_00016774	chZ	194305828	194308002	2174	neg	intact	T2	functional	846	miniprot
hcurw_V2R473	hcurw	LOC_00016778	chZ	194427490	194433981	6491	neg	fragmented	T2	partial	397	eviann
hcurw_V2R474	hcurw	LOC_00016779	chZ	194437732	194488832	51100	neg	fragmented	T2	partial	255	eviann
hcurw_V2R475	hcurw	LOC_00016781	chZ	194711000	194952172	241172	pos	fragmented	T2	partial	397	eviann
hcurw_V2R476	hcurw	LOC_00016788	chZ	195428315	195441590	13275	neg	intact	T2	functional	849	eviann
hcurw_V2R477	hcurw	LOC_00016792	chZ	195710883	195811578	100695	pos	intact	T2	functional	660	eviann
hcurw_V2R478	hcurw	LOC_00016794	chZ	195748034	195749314	1280	neg	intact	T2	functional	202	eviann
hcurw_V2R479	hcurw	LOC_00016795	chZ	195845683	195847863	2180	pos	fragmented	T2	partial	363	eviann
hcurw_V2R480	hcurw	LOC_00016797	chZ	196088388	196091743	3355	neg	fragmented	T2	partial	383	eviann
hcurw_V2R481	hcurw	LOC_00016799	chZ	196263427	196320236	56809	pos	intact	T2	functional	740	eviann
hcurw_V2R482	hcurw	LOC_00016803	chZ	196676922	196679078	2156	neg	fragmented	T2	partial	322	eviann
hcurw_V2R483	hcurw	LOC_00016805	chZ	196778066	196784437	6371	pos	intact	T2	functional	660	eviann
hcurw_V2R484	hcurw	LOC_00016807	chZ	196997479	197009625	12146	pos	intact	T2	functional	849	eviann
hcurw_V2R485	hcurw	LOC_00016809	chZ	197425461	197843262	417801	neg	fragmented	T2	partial	357	eviann
hcurw_V2R486	hcurw	LOC_00016813	chZ	197873134	197877425	4291	neg	partial	T2	partial	623	eviann
hcurw_V2R487	hcurw	LOC_00016817	chZ	198375904	198391796	15892	neg	intact	T2	functional	761	eviann
hcurw_V2R488	hcurw	LOC_00016818	chZ	198544120	198573811	29691	pos	intact	T2	functional	766	eviann
hcurw_V2R489	hcurw	LOC_00016820	chZ	198671835	198682973	11138	pos	intact	T2	functional	837	miniprot
hcurw_V2R490	hcurw	LOC_00016821	chZ	198729172	198741643	12471	pos	intact	T2	functional	849	miniprot
hcurw_V2R491	hcurw	LOC_00016822	chZ	198786614	198897843	111229	pos	fragmented	T2	partial	432	eviann
hcurw_V2R492	hcurw	LOC_00016823	chZ	198916209	198932157	15948	pos	intact	T2	functional	663	eviann
hcurw_V2R493	hcurw	LOC_00016825	chZ	199381395	199383875	2480	neg	fragmented	T2	partial	288	eviann
hcurw_V2R494	hcurw	LOC_00016826	chZ	199405537	199408586	3049	neg	fragmented	T2	partial	364	eviann
hcurw_V2R495	hcurw	LOC_00016828	chZ	199594796	199599256	4460	pos	fragmented	T2	pseudogene	441	eviann
hcurw_V2R496	hcurw	LOC_00016831	chZ	199726253	199796653	70400	neg	intact	T2	functional	660	eviann
hcurw_V2R497	hcurw	LOC_00016834	chZ	200170071	200197771	27700	neg	partial	T2	partial	675	eviann
hcurw_V2R498	hcurw	LOC_00016835	chZ	200207390	200232545	25155	neg	intact	T2	functional	848	eviann
hcurw_V2R499	hcurw	LOC_00016841	chZ	200616549	200619233	2684	neg	fragmented	T2	partial	364	eviann
hcurw_V2R500	hcurw	LOC_00016842	chZ	200835726	200851326	15600	pos	intact	T2	functional	841	eviann
hcurw_V2R501	hcurw	LOC_00016843	chZ	200914419	200917716	3297	pos	fragmented	T2	partial	242	eviann
hcurw_V2R502	hcurw	LOC_00016846	chZ	201193221	201199755	6534	neg	fragmented	T2	partial	199	eviann
hcurw_V2R503	hcurw	LOC_00016848	chZ	201304686	201321506	16820	pos	intact	T2	functional	850	eviann
hcurw_V2R504	hcurw	LOC_00016849	chZ	201340114	201352165	12051	pos	intact	T2	functional	761	eviann
hcurw_V2R505	hcurw	LOC_00016850	chZ	201457992	201461207	3215	pos	fragmented	T2	partial	267	eviann
hcurw_V2R506	hcurw	LOC_00016854	chZ	201577853	201580317	2464	neg	fragmented	T2	partial	350	eviann
hcurw_V2R507	hcurw	LOC_00016856	chZ	202019723	202033113	13390	pos	intact	T2	functional	856	eviann
hcurw_V2R508	hcurw	LOC_00016857	chZ	202124409	202129298	4889	neg	fragmented	T2	partial	201	eviann
hcurw_V2R509	hcurw	LOC_00016858	chZ	202167334	202181055	13721	neg	fragmented	T2	partial	515	eviann
hcurw_V2R510	hcurw	LOC_00020790	scaffold_1	208415	702177	493762	neg	fragmented	T2	partial	376	eviann
hcurw_V2R511	hcurw	LOC_00020791	scaffold_1	626247	679453	53206	pos	fragmented	T2	partial	529	eviann
hcurw_V2R512	hcurw	LOC_00020792	scaffold_1	691382	719621	28239	pos	fragmented	T2	partial	356	eviann
hcurw_V2R513	hcurw	LOC_00020793	scaffold_1	866616	880993	14377	pos	intact	T2	functional	759	eviann
horn_V2R001	horn	LOC_00015346	ch1	18043696	18044439	743	neg	fragmented	T2	partial	78	eviann
horn_V2R002	horn	LOC_00015347	ch1	18072254	18085882	13628	pos	intact	T2	pseudogene	842	miniprot
horn_V2R003	horn	LOC_00015348	ch1	18193102	18209687	16585	pos	intact	T2	pseudogene	842	miniprot
horn_V2R004	horn	LOC_00015350	ch1	18305221	18318856	13635	pos	intact	T2	functional	842	miniprot
horn_V2R005	horn	LOC_00015351	ch1	18415826	18429396	13570	pos	intact	T2	pseudogene	840	miniprot
horn_V2R006	horn	LOC_00015352	ch1	18488059	18501170	13111	pos	intact	T2	pseudogene	864	miniprot
horn_V2R007	horn	LOC_00015353	ch1	18667912	18669658	1746	pos	intact	T2	pseudogene	1164	miniprot
horn_V2R008	horn	LOC_00015354	ch1	18731657	18744927	13270	pos	intact	T2	pseudogene	1164	miniprot
horn_V2R009	horn	LOC_00015355	ch1	18815239	18828119	12880	pos	intact	T2	pseudogene	867	miniprot
horn_V2R010	horn	LOC_00015356	ch1	18843159	18855628	12469	pos	intact	T2	pseudogene	867	miniprot
horn_V2R011	horn	LOC_00015357	ch1	18881384	18883307	1923	pos	intact	T2	pseudogene	867	miniprot
horn_V2R012	horn	LOC_00015358	ch1	18965753	18978501	12748	pos	intact	T2	pseudogene	867	eviann
horn_V2R013	horn	LOC_00015359	ch1	18995678	19000294	4616	pos	intact	T2	pseudogene	432	eviann
horn_V2R014	horn	LOC_00015360	ch1	19026096	19027827	1731	pos	intact	T2	pseudogene	336	eviann
horn_V2R015	horn	LOC_00015362	ch1	19105433	19116353	10920	pos	intact	T2	pseudogene	866	eviann
horn_V2R016	horn	LOC_00015445	ch1	21964056	21981540	17484	pos	intact	T2	pseudogene	866	miniprot
horn_V2R017	horn	LOC_00015446	ch1	22016881	22023593	6712	neg	partial	T2	partial	633	eviann
horn_V2R018	horn	LOC_00015447	ch1	22102514	22117502	14988	neg	intact	T2	pseudogene	856	miniprot
horn_V2R019	horn	LOC_00015448	ch1	22159469	22160026	557	pos	intact	T2	pseudogene	865	miniprot
horn_V2R020	horn	LOC_00015449	ch1	22192275	22201525	9250	pos	intact	T2	pseudogene	865	miniprot
horn_V2R021	horn	LOC_00015450	ch1	22260251	22260788	537	pos	intact	T2	pseudogene	864	miniprot
horn_V2R022	horn	LOC_00015451	ch1	22643668	22663302	19634	pos	intact	T2	pseudogene	863	miniprot
horn_V2R023	horn	LOC_00015452	ch1	22699156	22707690	8534	pos	intact	T2	pseudogene	865	miniprot
horn_V2R024	horn	LOC_00015453	ch1	22724103	22732834	8731	pos	intact	T2	functional	850	miniprot
horn_V2R025	horn	LOC_00015454	ch1	22985995	23000702	14707	pos	intact	T2	pseudogene	863	miniprot
horn_V2R026	horn	LOC_00015456	ch1	23205141	23207567	2426	pos	intact	T2	pseudogene	866	miniprot
horn_V2R027	horn	LOC_00015457	ch1	23419971	23423014	3043	neg	intact	T2	functional	874	miniprot
horn_V2R028	horn	LOC_00015458	ch1	23528525	23540487	11962	pos	intact	T2	functional	863	miniprot
horn_V2R029	horn	LOC_00015459	ch1	23651972	23656644	4672	neg	fragmented	T2	partial	372	eviann
horn_V2R030	horn	LOC_00015460	ch1	23715444	23729862	14418	pos	intact	T2	functional	742	miniprot
horn_V2R031	horn	LOC_00015462	ch1	23787867	23801528	13661	neg	intact	T2	pseudogene	862	miniprot
horn_V2R032	horn	LOC_00015464	ch1	24151143	24172763	21620	pos	intact	T2	functional	855	miniprot
horn_V2R033	horn	LOC_00015465	ch1	24248907	24256874	7967	neg	intact	T2	pseudogene	867	eviann
horn_V2R034	horn	LOC_00015466	ch1	24290856	24299964	9108	pos	intact	T2	functional	866	miniprot
horn_V2R035	horn	LOC_00013826	ch1	309548199	310206901	658702	pos	fragmented	T2	partial	911	eviann
horn_V2R036	horn	LOC_00012483	ch2	322444982	322460947	15965	pos	intact	T2	functional	866	miniprot
horn_V2R037	horn	LOC_00012491	ch2	323186765	323208612	21847	neg	intact	T2	functional	829	eviann
horn_V2R038	horn	LOC_00012492	ch2	323377451	323393936	16485	neg	intact	T2	functional	828	eviann
horn_V2R039	horn	LOC_00012493	ch2	323559788	323577119	17331	neg	intact	T2	functional	829	eviann
horn_V2R040	horn	LOC_00012494	ch2	323766096	323769328	3232	neg	intact	T2	pseudogene	813	miniprot
horn_V2R041	horn	LOC_00012496	ch2	323836170	323843852	7682	pos	intact	T2	functional	860	eviann
horn_V2R042	horn	LOC_00012497	ch2	323924290	323952748	28458	neg	intact	T2	functional	856	eviann
horn_V2R043	horn	LOC_00012498	ch2	323994995	324002678	7683	pos	intact	T2	functional	860	eviann
horn_V2R044	horn	LOC_00012499	ch2	324082654	324098376	15722	neg	intact	T2	functional	863	eviann
horn_V2R045	horn	LOC_00012540	ch2	326574465	326586150	11685	neg	intact	T2	functional	844	eviann
horn_V2R046	horn	LOC_00012601	ch2	329976782	329992996	16214	neg	intact	T2	pseudogene	870	eviann
horn_V2R047	horn	LOC_00012604	ch2	330133422	330149580	16158	neg	intact	T2	pseudogene	870	eviann
horn_V2R048	horn	LOC_00012605	ch2	330183352	330188987	5635	neg	intact	T2	functional	861	miniprot
horn_V2R049	horn	LOC_00012606	ch2	330202100	330209742	7642	neg	intact	T2	functional	859	miniprot
horn_V2R050	horn	LOC_00012607	ch2	330242060	330252307	10247	neg	fragmented	T2	partial	409	eviann
horn_V2R051	horn	LOC_00012608	ch2	330265484	330273107	7623	neg	intact	T2	functional	859	miniprot
horn_V2R052	horn	LOC_00012609	ch2	330322397	330328048	5651	neg	intact	T2	functional	861	miniprot
horn_V2R053	horn	LOC_00012610	ch2	330341188	330348788	7600	neg	intact	T2	pseudogene	859	miniprot
horn_V2R054	horn	LOC_00012611	ch2	330353958	330374045	20087	neg	intact	T2	pseudogene	859	miniprot
horn_V2R055	horn	LOC_00012637	ch2	330985616	330985913	297	pos	NA	NA	partial	98	NA
horn_V2R056	horn	LOC_00012638	ch2	331003999	331008343	4344	pos	fragmented	T2	partial	122	eviann
horn_V2R057	horn	LOC_00012642	ch2	331389571	331401146	11575	neg	fragmented	T2	partial	369	eviann
horn_V2R058	horn	LOC_00012643	ch2	331723960	331735968	12008	pos	intact	T2	functional	773	eviann
horn_V2R059	horn	LOC_00012644	ch2	331798501	331813258	14757	neg	intact	T2	functional	848	miniprot
horn_V2R060	horn	LOC_00012646	ch2	331878442	331892403	13961	pos	intact	T2	functional	688	eviann
horn_V2R061	horn	LOC_00012647	ch2	332054339	332069047	14708	neg	intact	T2	functional	848	miniprot
horn_V2R062	horn	LOC_00012648	ch2	332113993	332130332	16339	neg	intact	T2	functional	849	eviann
horn_V2R063	horn	LOC_00012649	ch2	332283031	332292088	9057	pos	intact	T2	functional	688	eviann
horn_V2R064	horn	LOC_00012651	ch2	332377360	332389463	12103	pos	intact	T2	functional	773	eviann
horn_V2R065	horn	LOC_00012652	ch2	332470462	332484768	14306	neg	intact	T2	functional	848	miniprot
horn_V2R066	horn	LOC_00012653	ch2	332492118	332502123	10005	pos	intact	T2	functional	773	eviann
horn_V2R067	horn	LOC_00012654	ch2	332582319	332605887	23568	neg	intact	T2	functional	849	eviann
horn_V2R068	horn	LOC_00012655	ch2	332668674	332690390	21716	neg	intact	T2	functional	848	miniprot
horn_V2R069	horn	LOC_00012657	ch2	332926411	332927320	909	pos	fragmented	T2	pseudogene	302	eviann
horn_V2R070	horn	LOC_00012658	ch2	333035366	333042399	7033	neg	fragmented	T2	partial	260	eviann
horn_V2R071	horn	LOC_00012659	ch2	333047918	333057904	9986	pos	intact	T2	functional	773	eviann
horn_V2R072	horn	LOC_00012660	ch2	333120194	333121103	909	pos	intact	T2	functional	854	miniprot
horn_V2R073	horn	LOC_00012662	ch2	333170572	333186968	16396	neg	intact	T2	functional	849	eviann
horn_V2R074	horn	LOC_00012670	ch2	333360158	333366441	6283	neg	fragmented	T2	partial	428	eviann
horn_V2R075	horn	LOC_00012690	ch2	334424085	334429571	5486	pos	fragmented	T2	partial	373	eviann
horn_V2R076	horn	LOC_00012694	ch2	334611136	334617420	6284	pos	intact	T2	pseudogene	620	eviann
horn_V2R077	horn	LOC_00012695	ch2	334622795	334633709	10914	pos	intact	T2	pseudogene	845	eviann
horn_V2R078	horn	LOC_00012697	ch2	334770035	334787134	17099	pos	intact	T2	functional	845	eviann
horn_V2R079	horn	LOC_00012698	ch2	334961404	334978501	17097	pos	intact	T2	pseudogene	844	eviann
horn_V2R080	horn	LOC_00012708	ch2	335419128	335443240	24112	neg	partial	T2	partial	578	eviann
horn_V2R081	horn	LOC_00012709	ch2	335495854	335512889	17035	pos	intact	T2	functional	844	eviann
horn_V2R082	horn	LOC_00012710	ch2	335527929	335546706	18777	pos	intact	T2	functional	751	eviann
horn_V2R083	horn	LOC_00012726	ch2	336586231	336598600	12369	pos	intact	T2	functional	851	eviann
horn_V2R084	horn	LOC_00012727	ch2	336658981	336659923	942	pos	fragmented	T2	partial	301	eviann
horn_V2R085	horn	LOC_00012816	ch2	339302139	339312324	10185	pos	partial	T2	partial	621	eviann
horn_V2R086	horn	LOC_00012817	ch2	339486716	339496898	10182	pos	partial	T2	partial	621	eviann
horn_V2R087	horn	LOC_00012953	ch2	343211738	343229516	17778	pos	intact	T2	functional	853	eviann
horn_V2R088	horn	LOC_00012954	ch2	343259841	343271370	11529	pos	intact	T2	pseudogene	856	eviann
horn_V2R089	horn	LOC_00012955	ch2	343335104	343347086	11982	pos	fragmented	T2	partial	448	eviann
horn_V2R090	horn	LOC_00013052	ch2	345429094	345435225	6131	neg	fragmented	T2	partial	384	eviann
horn_V2R091	horn	LOC_00013053	ch2	345564312	345565221	909	pos	fragmented	T2	partial	302	eviann
horn_V2R092	horn	LOC_00013055	ch2	346172804	346173764	960	neg	fragmented	T2	partial	314	eviann
horn_V2R093	horn	LOC_00013056	ch2	346272604	346295600	22996	neg	intact	T2	functional	845	eviann
horn_V2R094	horn	LOC_00013057	ch2	346313222	346329362	16140	pos	intact	T2	functional	728	eviann
horn_V2R095	horn	LOC_00013093	ch2	347638774	347649507	10733	pos	intact	T2	functional	849	miniprot
horn_V2R096	horn	LOC_00013094	ch2	347788547	347799192	10645	pos	intact	T2	functional	848	eviann
horn_V2R097	horn	LOC_00013096	ch2	348128856	348157163	28307	pos	intact	T2	functional	845	miniprot
horn_V2R098	horn	LOC_00013097	ch2	348247924	348259246	11322	neg	intact	T2	functional	869	eviann
horn_V2R099	horn	LOC_00013098	ch2	348286134	348297160	11026	neg	intact	T2	pseudogene	883	miniprot
horn_V2R100	horn	LOC_00013099	ch2	348363074	348380157	17083	pos	intact	T2	functional	849	eviann
horn_V2R101	horn	LOC_00013100	ch2	348506265	348543613	37348	neg	intact	T2	functional	847	eviann
horn_V2R102	horn	LOC_00013101	ch2	348560356	348570988	10632	pos	intact	T2	functional	849	eviann
horn_V2R103	horn	LOC_00013161	ch2	349803450	349825143	21693	pos	intact	T2	pseudogene	879	miniprot
horn_V2R104	horn	LOC_00013162	ch2	349911799	349943750	31951	neg	intact	T2	functional	850	miniprot
horn_V2R105	horn	LOC_00013163	ch2	349972159	349991305	19146	neg	intact	T2	functional	847	miniprot
horn_V2R106	horn	LOC_00013168	ch2	350235401	350256412	21011	pos	intact	T2	functional	795	eviann
horn_V2R107	horn	LOC_00013169	ch2	350305628	350311853	6225	neg	intact	T2	functional	658	eviann
horn_V2R108	horn	LOC_00013191	ch2	350872432	350886330	13898	pos	intact	T2	functional	843	miniprot
horn_V2R109	horn	LOC_00013192	ch2	351068746	351089651	20905	neg	intact	T2	functional	850	miniprot
horn_V2R110	horn	LOC_00013193	ch2	351101764	351104815	3051	neg	fragmented	T2	partial	199	eviann
horn_V2R111	horn	LOC_00013195	ch2	351171558	351188695	17137	pos	intact	T2	pseudogene	878	miniprot
horn_V2R112	horn	LOC_00013226	ch2	351920887	351925944	5057	pos	intact	T2	functional	849	miniprot
horn_V2R113	horn	LOC_00013227	ch2	351987021	351987981	960	neg	fragmented	T2	partial	314	eviann
horn_V2R114	horn	LOC_00013228	ch2	352177270	352185162	7892	pos	fragmented	T2	partial	487	eviann
horn_V2R115	horn	LOC_00013229	ch2	352224661	352236957	12296	neg	intact	T2	functional	851	eviann
horn_V2R116	horn	LOC_00013260	ch2	353004597	353029276	24679	pos	intact	T2	functional	848	miniprot
horn_V2R117	horn	LOC_00013261	ch2	353182828	353209763	26935	neg	intact	T2	functional	848	miniprot
horn_V2R118	horn	LOC_00013263	ch2	353581988	353589144	7156	neg	fragmented	T2	partial	359	eviann
horn_V2R119	horn	LOC_00013264	ch2	353892093	353917233	25140	pos	intact	T2	functional	848	miniprot
horn_V2R120	horn	LOC_00013265	ch2	354009150	354023018	13868	pos	intact	T2	functional	851	eviann
horn_V2R121	horn	LOC_00013284	ch2	355122945	355137402	14457	neg	intact	T2	pseudogene	869	miniprot
horn_V2R122	horn	LOC_00013285	ch2	355166982	355185121	18139	neg	intact	T2	pseudogene	873	miniprot
horn_V2R123	horn	LOC_00013286	ch2	355218329	355224704	6375	neg	intact	T2	pseudogene	873	miniprot
horn_V2R124	horn	LOC_00013287	ch2	355259836	355277916	18080	neg	intact	T2	pseudogene	873	miniprot
horn_V2R125	horn	LOC_00013288	ch2	355312121	355330007	17886	neg	intact	T2	pseudogene	873	miniprot
horn_V2R126	horn	LOC_00013291	ch2	355381034	355402971	21937	pos	intact	T2	pseudogene	873	eviann
horn_V2R127	horn	LOC_00013315	ch2	356270180	356949813	679633	pos	intact	T2	pseudogene	838	miniprot
horn_V2R128	horn	LOC_00013332	ch2	356793249	356794182	933	neg	intact	T2	pseudogene	838	miniprot
horn_V2R129	horn	LOC_00013333	ch2	356837693	356843155	5462	neg	intact	T2	pseudogene	838	miniprot
horn_V2R130	horn	LOC_00013334	ch2	356968509	356977718	9209	pos	intact	T2	functional	861	miniprot
horn_V2R131	horn	LOC_00013335	ch2	357066891	357073853	6962	pos	intact	T2	functional	853	eviann
horn_V2R132	horn	LOC_00013336	ch2	357178707	357185670	6963	pos	intact	T2	functional	853	eviann
horn_V2R133	horn	LOC_00013337	ch2	357257324	357258227	903	pos	fragmented	T2	partial	300	eviann
horn_V2R134	horn	LOC_00013339	ch2	357355166	357356081	915	neg	fragmented	T2	partial	304	eviann
horn_V2R135	horn	LOC_00013340	ch2	357415468	357415840	372	pos	partial	T2	pseudogene	845	miniprot
horn_V2R136	horn	LOC_00013344	ch2	357590462	357591377	915	pos	fragmented	T2	partial	304	eviann
horn_V2R137	horn	LOC_00013350	ch2	358170139	358187189	17050	neg	intact	T2	pseudogene	878	miniprot
horn_V2R138	horn	LOC_00013351	ch2	358266482	358287692	21210	pos	fragmented	T2	pseudogene	376	eviann
horn_V2R139	horn	LOC_00013352	ch2	358380262	358397428	17166	neg	intact	T2	pseudogene	879	miniprot
horn_V2R140	horn	LOC_00013354	ch2	358648218	358662845	14627	pos	fragmented	T2	partial	532	eviann
horn_V2R141	horn	LOC_00013355	ch2	358956715	358962256	5541	pos	fragmented	T2	partial	302	eviann
horn_V2R142	horn	LOC_00013358	ch2	359348038	359360939	12901	neg	intact	T2	functional	659	eviann
horn_V2R143	horn	LOC_00013359	ch2	359367746	359378332	10586	neg	intact	T2	functional	848	eviann
horn_V2R144	horn	LOC_00013360	ch2	359418309	359443826	25517	neg	intact	T2	functional	847	eviann
horn_V2R145	horn	LOC_00013361	ch2	359460543	359471134	10591	pos	intact	T2	functional	849	miniprot
horn_V2R146	horn	LOC_00013363	ch2	359729101	359739596	10495	pos	intact	T2	functional	849	eviann
horn_V2R147	horn	LOC_00013365	ch2	359988547	359993570	5023	neg	intact	T2	functional	659	eviann
horn_V2R148	horn	LOC_00013366	ch2	360085737	360118749	33012	pos	intact	T2	functional	847	eviann
horn_V2R149	horn	LOC_00013367	ch2	360211056	360233102	22046	pos	intact	T2	functional	847	eviann
horn_V2R150	horn	LOC_00013368	ch2	360317937	360322699	4762	pos	fragmented	T2	partial	395	eviann
horn_V2R151	horn	LOC_00013371	ch2	360499035	360514379	15344	neg	intact	T2	functional	846	eviann
horn_V2R152	horn	LOC_00013375	ch2	360759912	360764904	4992	neg	intact	T2	functional	659	eviann
